tof,sweep
55445210.2,670
55447131.6,670
55447197.3,670
55447087.8,671
55445183.8,672
55445220.7,672
55445283.5,672
55446305.4,672
55447176.2,672
55445231.8,673
55445234.7,673
55447204.9,673
55447172.6,675
55447200.1,675
55447244.1,675
55447259.8,675
55445260.6,676
55447160.7,676
55447198.4,676
55447223.3,676
55447234.0,676
55445223.0,677
55447164.9,677
55447220.1,677
55447109.3,678
55447208.6,678
55447232.8,678
55447186.6,679
55447211.6,679
55447169.1,680
55447213.6,680
55447135.5,681
55447185.4,681
55447187.7,681
55447131.7,682
55447148.4,682
55447170.4,682
55447179.8,682
55447187.5,682
55445257.7,683
55445138.6,684
55447170.6,684
55447172.2,684
55447217.7,684
55445290.0,685
55447179.2,685
55447407.7,685
55447144.3,686
55447180.2,686
55447190.5,686
55447233.6,686
55447156.2,687
55447201.5,687
55447224.8,687
55447226.9,687
55445276.9,688
55447163.6,689
55447183.6,689
55447243.8,689
55447180.7,690
55447200.3,690
55445254.7,691
55447124.6,691
55445258.6,692
55445277.6,692
55447223.3,692
55447263.4,692
55445220.8,693
55447197.4,693
55447212.1,693
55447264.8,693
55445259.5,694
55447136.2,694
55447197.1,694
55445193.7,695
55445262.1,695
55447189.1,695
55445205.5,696
55445303.9,696
55447146.9,696
55447152.8,696
55447239.9,696
55447165.3,697
55447172.7,697
55445257.3,698
55447109.2,698
55447158.6,698
55447169.0,698
55447552.3,698
55445128.5,699
55445231.7,699
55445279.0,699
55445201.5,700
55447188.8,700
55445199.9,701
55447197.9,701
55445227.4,702
55447117.5,702
55447149.0,702
55447128.9,703
55447190.5,703
55447198.8,703
55447299.8,703
55445233.8,704
55447130.6,704
55447190.2,704
55447236.9,704
55445244.7,705
55447098.7,705
55447141.0,705
55447190.3,705
55447202.3,705
55447222.5,705
55445236.6,706
55447106.3,706
55447148.1,706
55447183.4,706
55447194.5,706
55445292.4,707
55447245.9,707
55447074.5,708
55447142.6,708
55447220.1,708
55447279.4,708
55447457.7,708
55445356.8,709
55447136.3,709
55447161.2,709
55447176.3,709
55445229.3,710
55445259.6,710
55445285.8,710
55447181.1,710
55447205.8,710
55445216.2,711
55445233.7,711
55447236.3,711
55445176.4,712
55445216.1,712
55447046.8,712
55447230.4,712
55445241.4,713
55445246.2,713
55447181.7,713
55447215.2,713
55445227.1,714
55445356.5,714
55447116.5,714
55447152.0,714
55447153.9,714
55447168.8,714
55447181.6,714
55447083.3,715
55447229.6,715
55447269.4,715
55447309.6,715
55445241.7,716
55445618.7,716
55447102.2,716
55447113.6,716
55447048.8,717
55447160.0,717
55445226.2,718
55445349.4,718
55445919.9,718
55447221.1,718
55447230.8,718
55445154.4,719
55445237.2,719
55447219.2,719
55447130.0,720
55447168.9,720
55447239.8,720
55445076.7,722
55447188.2,722
55447194.2,722
55447368.3,722
55445219.8,723
55447209.0,723
55447217.3,723
55447240.1,723
55445250.1,724
55447070.8,724
55447154.0,724
55447171.7,724
55447201.8,724
55445171.6,725
55445256.1,725
55447095.3,725
55447445.4,725
55447141.3,726
55447157.6,726
55447148.6,727
55447164.0,727
55447171.7,727
55447153.9,728
55447161.7,728
55447144.5,729
55447166.7,729
55447194.0,729
55447083.8,730
55447124.4,730
55447150.9,730
55447154.0,730
55447188.9,730
55447056.9,731
55447118.1,731
55447122.7,731
55447176.8,731
55447185.0,731
55447188.4,731
55447213.8,731
55447295.9,731
55445264.2,732
55445273.5,732
55447148.4,732
55447163.2,732
55447171.2,732
55445158.4,733
55447124.7,733
55447162.4,733
55447244.2,733
55445202.8,734
55447080.6,734
55447192.2,734
55447269.3,734
55445243.5,735
55445246.3,735
55445281.4,735
55445370.6,735
55447189.1,735
55447204.0,735
55447221.4,735
55447162.1,736
55447167.6,736
55445180.3,737
55445292.0,737
55447091.6,737
55447168.4,737
55447193.4,737
55447220.6,737
55445237.4,738
55445279.1,738
55447151.7,738
55447199.6,738
55447270.6,738
55445264.1,739
55447146.3,739
55447155.7,739
55447166.4,739
55447181.9,739
55447184.5,739
55445281.8,740
55445245.9,741
55447143.0,742
55447166.3,742
55447225.0,742
55445262.3,743
55445271.4,743
55447165.0,743
55447176.3,743
55447192.3,744
55447248.5,744
55445277.4,745
55447138.0,745
55447162.3,745
55447198.1,745
55445230.6,746
55447141.0,746
55447158.4,746
55447181.8,746
55447184.2,746
55445155.8,747
55447099.1,747
55447131.4,747
55445244.2,748
55445297.5,748
55445344.7,748
55447199.0,748
55445214.7,749
55447152.7,749
55447248.4,749
55445206.9,750
55447150.5,750
55447183.9,750
55447200.7,750
55447238.3,750
55447269.8,750
55445138.4,751
55447201.5,751
55447131.3,752
55447153.8,752
55447175.1,752
55447189.0,752
55447217.1,752
55447248.2,752
55447182.8,753
55447314.8,753
55447015.8,754
55447180.2,754
55447185.8,754
55447699.7,754
55445287.1,755
55447183.8,755
55447196.9,756
55445179.1,757
55447174.5,757
55447202.2,757
55447230.8,757
55447238.0,757
55447158.8,758
55447167.5,758
55447172.2,758
55447135.6,759
55447174.1,759
55445235.4,760
55445284.1,760
55447056.0,760
55447169.2,760
55445220.8,761
55445645.6,761
55447132.8,761
55447126.4,762
55447189.9,762
55447214.8,762
55445197.5,763
55445231.0,763
55447203.8,763
55445335.4,764
55447133.9,764
55445246.7,765
55447175.7,765
55447205.3,765
55447118.1,766
55447164.0,766
55447190.3,766
55447206.3,766
55445217.2,767
55447204.0,767
55447774.8,767
55447171.5,768
55447175.4,768
55447179.5,769
55447207.5,769
55445184.6,770
55447150.4,770
55447160.1,770
55447187.6,770
55445242.2,771
55447156.7,771
55447170.1,771
55445244.9,772
55445262.3,772
55445193.6,773
55447135.0,773
55447156.1,773
55447244.2,773
55446398.1,774
55447161.2,774
55447168.0,774
55447182.0,774
55447103.0,775
55447138.7,775
55447188.6,775
55447706.0,775
55445133.5,776
55445148.6,776
55445161.5,776
55447247.8,776
55447156.3,777
55447180.0,777
55447079.6,778
55447120.2,778
55447145.7,778
55447364.5,778
55447742.2,778
55445192.5,779
55445199.3,779
55445258.6,779
55445280.6,779
55445204.8,780
55446100.5,780
55447018.3,781
55447152.9,781
55447164.6,781
55447191.1,781
55447214.4,781
55445393.6,782
55447120.6,782
55447202.2,782
55447213.5,782
55447177.7,783
55445199.4,784
55447147.3,784
55447155.0,784
55447168.0,784
55447191.1,784
55447193.0,784
55447199.3,784
55447222.1,784
55447250.4,784
55447267.5,784
55445210.4,785
55447088.0,785
55447167.6,785
55447169.4,785
55447229.9,785
55447368.4,785
55445220.7,786
55447096.1,786
55447158.4,786
55447177.4,786
55447178.4,786
55447213.8,786
55445248.4,787
55447117.9,787
55447280.0,787
55445135.0,788
55447177.9,788
55447179.9,788
55445234.1,789
55445236.7,789
55446028.1,789
55447186.3,789
55447202.5,789
55445278.3,790
55447206.1,791
55447221.4,791
55445359.8,793
55447114.5,793
55447170.9,793
55447187.2,793
55445112.0,794
55445123.2,794
55445194.7,795
55445288.2,795
55447090.6,795
55447176.2,795
55447181.8,795
55447356.8,795
55447178.3,796
55445184.4,797
55445186.4,797
55447192.2,797
55447257.9,797
55447301.8,797
55445202.2,798
55445279.1,798
55447132.8,798
55447136.5,799
55447173.8,799
55447177.0,799
55447197.2,800
55447406.7,800
55447156.7,801
55447169.6,801
55447254.6,801
55447119.8,802
55447123.6,802
55445251.1,803
55447197.8,803
55447214.1,803
55445173.1,804
55445206.7,804
55445284.6,804
55447131.4,804
55447223.6,804
55447226.0,804
55447128.1,805
55447157.3,805
55447184.9,805
55447193.6,805
55447256.0,805
55447150.4,806
55447197.4,806
55447049.5,807
55448167.1,807
55447159.0,808
55447169.8,808
55447216.5,808
55445187.0,809
55445210.4,809
55447178.9,809
55447188.2,810
55447209.9,810
55447216.4,810
55447222.7,810
55447249.0,810
55447097.7,811
55447243.1,811
55445505.6,812
55445542.8,812
55447218.5,812
55447200.9,813
55447188.1,814
55445130.4,815
55445203.8,815
55445216.1,815
55447142.8,815
55447171.8,815
55447175.2,815
55447184.7,815
55447326.0,815
55447108.2,816
55447138.9,816
55447149.4,816
55447177.0,816
55447200.9,816
55447259.9,816
55447153.8,817
55447162.9,817
55445275.4,818
55447034.8,819
55447171.4,819
55447189.7,819
55447195.9,819
55447196.2,820
55447224.7,820
55445254.2,821
55447143.0,821
55447246.6,821
55445225.9,822
55447160.8,822
55447211.1,822
55447144.2,823
55447160.2,823
55447188.1,823
55445250.6,824
55447142.7,824
55447203.4,824
55447218.5,824
55445238.0,825
55447081.2,826
55447049.5,827
55447099.7,827
55447120.5,827
55447167.7,827
55447186.5,827
55447195.8,827
55445190.3,828
55445195.6,828
55447143.6,828
55447154.8,828
55447165.4,828
55445227.0,829
55445300.0,829
55447104.6,829
55447124.4,829
55445221.2,830
55445230.1,830
55447159.7,830
55447163.0,830
55447166.0,830
55447175.5,830
55447180.6,830
55447195.8,830
55447732.3,830
55447199.9,831
55447268.7,831
55445180.0,832
55445190.8,832
55447214.8,832
55447295.7,832
55447492.6,832
55447162.3,833
55447175.0,833
55447192.1,833
55447202.0,833
55447258.6,833
55445131.6,834
55447104.5,834
55447115.7,834
55447186.9,834
55447198.1,834
55447235.5,834
55447145.4,835
55447161.8,835
55447226.9,835
55445141.2,836
55445161.7,836
55447200.2,836
55445245.4,837
55445287.7,837
55447054.3,837
55447068.8,837
55447202.7,837
55445121.4,838
55445191.4,838
55445262.1,838
55445278.9,838
55447073.3,838
55447078.7,838
55447157.7,838
55447178.9,838
55445264.5,839
55447134.6,839
55447166.7,839
55447182.8,839
55447224.4,839
55445321.4,840
55447116.2,840
55447211.4,840
55445255.3,841
55445655.1,841
55447102.2,841
55447166.2,841
55447200.9,841
55447078.3,842
55447160.8,842
55447195.4,842
55447219.5,842
55447272.9,842
55447281.0,842
55445248.3,843
55445296.1,843
55447094.7,843
55447167.1,843
55447174.7,843
55447244.4,843
55445439.8,844
55447155.2,844
55447159.9,844
55447111.3,845
55447133.8,845
55447158.7,845
55445168.3,846
55445233.9,846
55447139.7,846
55447210.6,846
55447157.8,847
55447134.3,848
55447138.9,848
55447171.4,848
55447217.7,848
55447216.4,849
55445211.2,850
55447138.2,850
55447156.3,850
55447226.8,850
55447139.6,851
55447220.5,851
55447225.0,851
55445292.5,852
55447203.2,852
55445174.4,853
55445180.8,853
55445275.7,853
55445307.6,853
55447235.5,853
55445177.5,854
55445506.0,854
55447109.3,854
55447143.0,854
55447163.7,854
55447174.3,854
55447221.0,854
55445199.1,855
55445295.9,855
55447270.2,855
55447197.8,856
55447212.9,856
55445200.2,857
55445230.7,857
55445279.8,857
55447140.0,857
55447702.2,857
55445264.2,858
55447167.4,858
55447236.3,858
55447203.4,859
55447119.4,860
55447167.5,860
55445163.9,861
55445230.9,861
55445237.7,861
55445240.2,861
55447077.4,861
55447138.2,861
55447200.4,861
55447096.4,862
55447110.7,862
55447179.4,862
55447199.2,862
55447215.0,862
55447218.2,863
55445219.9,864
55447173.4,864
55445176.4,865
55445202.4,865
55447109.2,865
55447146.0,865
55447158.3,865
55445306.3,866
55447100.0,866
55447128.9,866
55447179.7,866
55447312.9,866
55447529.5,866
55445325.6,867
55447153.2,867
55447154.8,867
55445305.7,868
55447191.4,869
55447210.4,869
55447289.6,869
55447308.3,869
55447117.1,870
55447165.0,870
55447170.7,870
55447278.7,870
55445190.7,871
55445236.2,871
55447182.9,871
55447194.7,871
55447267.2,871
55447192.4,872
55447257.9,872
55447327.7,872
55447177.6,873
55447199.4,873
55447255.1,873
55447319.2,873
55445230.9,874
55445278.2,874
55447082.7,874
55447156.1,874
55447163.4,874
55447174.4,874
55447206.0,874
55447227.1,874
55447798.4,874
55445252.3,875
55445270.9,875
55447233.5,875
55445237.2,876
55447149.2,876
55447196.2,876
55447222.4,876
55447225.2,876
55447245.8,876
55447250.1,876
55445238.4,877
55445284.9,877
55447146.0,877
55447204.0,877
55441772.8,878
55445229.5,878
55445439.2,878
55447154.5,878
55447212.2,878
55447910.1,878
55447154.4,879
55447215.2,879
55445221.6,880
55447143.4,880
55447180.0,880
55447196.1,880
55447212.5,880
55447163.1,882
55447220.1,882
55447228.3,882
55447418.2,882
55445257.8,883
55447168.3,883
55447194.4,883
55447217.2,883
55447129.3,884
55447152.4,884
55445215.4,885
55445294.7,885
55447236.7,885
55445298.5,886
55445362.7,886
55447138.8,886
55447230.0,886
55447235.3,886
55447346.0,887
55447370.0,887
55445195.1,888
55445203.1,888
55447126.7,888
55447136.9,888
55447172.5,888
55447179.9,888
55447202.2,888
55447206.9,888
55445266.7,889
55447189.5,889
55447203.1,889
55447217.4,889
55447240.0,889
55445140.9,890
55447176.3,890
55447235.1,890
55445379.1,891
55447150.8,891
55447197.4,891
55447214.7,891
55445234.1,892
55447140.6,892
55447166.5,892
55447182.8,892
55447265.1,892
55445186.8,893
55445217.9,893
55445223.3,893
55445785.6,893
55447201.5,893
55445159.0,894
55445223.3,894
55445300.7,894
55447153.6,894
55447184.8,894
55447221.3,894
55445144.6,895
55447177.8,895
55447189.2,895
55447219.5,895
55447227.4,895
55447241.8,895
55448014.8,895
55445247.1,896
55447056.4,896
55445315.6,897
55447167.3,897
55447213.0,897
55447240.4,897
55445274.4,898
55447196.7,898
55447248.0,898
55447262.1,898
55447648.9,898
55445175.3,899
55447162.1,899
55447207.8,899
55447269.7,899
55445197.7,900
55445252.2,900
55447134.7,900
55447180.4,900
55445249.2,901
55445356.5,901
55447122.6,901
55447168.3,901
55447205.3,901
55447227.8,901
55445297.3,902
55445321.2,902
55447185.6,902
55447216.1,902
55447532.5,902
55445463.6,903
55447179.8,903
55447192.4,903
55447242.4,903
55447730.9,903
55445205.6,904
55445246.8,904
55447120.1,904
55447247.8,904
55447167.1,905
55447176.9,905
55447189.5,905
55447194.0,905
55445281.0,906
55447075.1,906
55447176.1,906
55447180.8,906
55447192.9,906
55447198.7,906
55445258.5,907
55445263.0,907
55445279.5,907
55447141.8,907
55447212.0,907
55447683.4,907
55445248.5,908
55447145.5,908
55447169.5,908
55447253.7,908
55447093.1,909
55447131.2,909
55447153.6,909
55447192.0,909
55447439.4,909
55447114.9,910
55447149.0,910
55447208.6,910
55447211.4,910
55447235.4,910
55447170.8,911
55447173.8,911
55447226.5,911
55447853.6,911
55445186.5,912
55447134.8,912
55447152.7,912
55447274.9,912
55445245.7,913
55445456.7,913
55447159.8,913
55447165.7,913
55447177.3,913
55447190.8,913
55447234.7,913
55447105.3,914
55447165.9,914
55447196.1,914
55445234.5,915
55447075.6,915
55447090.4,915
55447154.0,915
55447158.9,915
55447166.7,915
55447213.7,915
55445184.6,916
55447124.0,916
55447157.0,916
55447168.8,916
55447175.6,916
55447179.3,916
55445223.5,917
55447134.4,917
55447137.4,917
55447178.3,917
55447285.6,917
55447176.0,918
55447179.3,918
55447197.8,918
55447216.5,918
55445325.7,919
55447195.6,919
55447219.9,919
55445234.6,920
55445399.8,920
55447180.1,920
55445230.1,921
55447135.1,921
55447148.6,921
55447182.8,921
55447220.2,921
55445291.7,922
55445310.7,922
55445321.4,922
55447103.9,922
55447137.7,922
55447192.2,922
55447207.7,922
55445104.0,923
55445202.4,923
55445211.5,923
55445240.3,923
55445297.0,923
55447143.7,923
55447179.6,923
55447185.0,923
55447457.1,923
55445153.7,924
55447153.1,924
55447218.2,924
55447151.6,925
55447168.4,925
55447187.1,925
55447201.2,925
55447208.4,925
55445135.8,926
55445157.2,926
55445219.1,926
55445282.3,926
55447163.1,926
55447113.0,927
55445238.1,928
55445318.6,928
55447165.3,928
55447184.7,928
55445205.3,929
55445869.7,929
55445192.7,930
55447149.7,930
55447181.1,930
55447224.1,930
55447230.1,930
55447106.6,931
55447204.0,931
55447214.4,931
55445225.1,932
55447121.8,932
55447155.5,932
55447207.9,932
55447232.8,932
55445201.8,933
55446226.0,933
55447127.8,933
55447150.6,933
55445127.5,934
55445326.9,934
55447121.9,934
55447132.6,934
55447174.8,934
55447146.6,935
55447208.5,935
55445188.4,936
55447198.3,937
55447229.3,937
55447264.4,937
55447698.7,937
55445234.5,938
55445591.6,938
55447128.2,938
55447159.2,938
55447324.3,938
55447162.7,939
55445203.6,940
55447136.8,940
55447138.9,940
55447150.1,940
55447153.8,940
55447171.1,940
55447211.1,940
55445299.7,941
55447178.3,941
55447275.1,941
55445152.4,942
55447188.2,942
55447248.4,942
55447295.5,942
55445215.7,943
55447160.2,943
55447196.7,943
55447570.4,943
55447866.1,943
55447134.7,944
55447154.5,944
55447166.0,944
55447182.8,944
55447237.4,944
55447166.2,945
55447203.2,945
55445232.6,946
55445244.4,946
55445253.6,946
55445292.7,946
55447116.2,946
55447168.6,947
55447181.3,947
55447220.6,947
55445183.7,948
55447167.4,948
55447180.9,948
55447202.8,948
55447221.9,948
55445274.4,949
55447090.4,949
55447148.4,949
55447151.5,949
55447200.3,949
55447271.9,949
55447430.8,949
55447096.1,950
55447127.4,950
55447164.1,950
55447169.9,951
55447266.5,951
55447132.6,952
55447254.8,952
55445215.2,953
55447172.9,953
55447257.6,953
55445189.7,954
55445272.6,954
55447145.4,954
55447179.4,954
55447219.0,954
55447224.2,954
55447227.7,954
55447119.8,955
55447199.1,955
55447206.4,955
55445184.0,956
55445203.7,956
55445264.6,956
55447111.2,957
55447187.1,957
55447204.4,957
55445256.0,958
55447122.8,958
55447139.1,958
55447196.7,958
55445230.8,959
55445279.1,959
55445315.1,959
55447201.1,959
55445295.5,960
55447160.3,960
55447211.1,960
55447333.2,960
55447349.6,960
55445086.7,961
55445263.6,961
55447132.2,961
55447169.9,961
55445213.7,962
55447163.7,962
55447214.0,962
55447293.8,962
55445194.5,963
55445265.7,963
55447248.4,963
55447254.0,963
55447304.0,963
55445182.9,964
55445251.0,964
55447199.1,964
55445296.8,965
55447127.7,965
55447158.6,965
55447173.5,965
55447207.0,965
55447175.1,966
55447178.1,966
55447195.9,966
55447215.2,966
55447624.0,966
55445263.5,967
55445325.7,967
55445380.2,967
55447156.0,968
55447219.8,968
55447267.8,968
55445245.7,969
55445264.8,969
55447160.2,969
55447164.2,969
55447171.1,969
55447182.1,969
55447183.9,969
55447191.4,969
55447220.4,970
55447159.0,971
55447193.6,971
55447196.1,971
55447223.7,971
55447233.1,971
55445230.3,972
55447026.4,972
55447095.7,972
55447176.5,972
55447215.5,972
55445223.1,973
55445241.7,973
55445253.0,973
55447110.0,973
55447114.6,974
55447118.2,974
55447158.3,974
55447234.3,974
55445112.1,975
55445223.0,975
55447220.0,975
55447230.4,975
55447149.6,976
55447154.8,976
55447169.0,976
55447208.3,976
55445230.0,977
55447160.0,977
55447196.8,977
55447241.6,977
55447550.0,977
55445228.8,978
55447133.2,979
55447172.7,979
55447181.8,979
55447223.4,979
55447237.6,979
55445625.4,980
55447242.6,980
55447319.2,980
55447699.3,980
55445305.3,981
55447186.1,981
55445198.3,982
55447144.5,982
55447174.2,982
55447187.9,982
55447191.3,982
55445224.7,983
55447179.3,983
55447086.5,984
55447106.9,984
55447149.8,984
55447152.7,984
55447222.2,984
55447232.3,984
55445186.0,985
55445218.8,985
55447157.1,985
55445218.1,986
55445244.5,986
55447121.3,986
55447162.2,986
55447176.5,986
55447178.6,986
55447208.6,986
55445198.6,987
55445258.9,987
55447142.7,987
55447188.2,987
55447235.4,987
55447291.6,987
55447115.9,988
55447143.1,988
55447183.3,988
55445243.3,989
55445343.1,989
55447167.6,989
55447171.1,989
55447213.3,989
55447147.1,990
55447175.7,990
55447188.4,990
55447196.6,990
55447212.5,990
55445220.5,991
55445327.6,991
55447144.5,991
55447152.6,991
55447226.6,991
55447167.1,992
55447201.6,992
55447232.7,992
55447176.0,993
55445241.4,994
55447137.9,994
55447157.5,994
55447171.2,994
55447185.7,994
55447197.0,994
55447238.6,994
55447247.7,994
55447335.0,994
55447169.0,995
55447190.4,995
55445282.9,996
55447120.6,996
55447158.1,996
55447169.6,996
55447193.8,996
55447237.6,996
55445203.7,997
55447164.9,997
55445255.4,998
55445273.2,998
55445678.8,998
55447092.9,998
55447181.2,998
55447252.3,998
55447538.0,998
55447194.0,999
